Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
1;0;1;25;6;6;11,29;6;5;12,2;Enrolled
1;1;0;24;6;0;0;6;0;0;Dropout
1;1;0;20;5;4;13;5;5;14,83;Graduate
1;1;0;29;6;6;16,11;6;6;13,5;Graduate
1;1;0;20;6;6;11,5;6;6;11;Graduate
1;1;0;20;6;4;10,75;6;2;10,5;Dropout
1;1;1;24;6;4;11,6;6;5;13;Graduate
1;1;0;24;7;0;0;7;0;0;Dropout
1;1;0;23;5;5;13,8;5;5;14,14;Graduate
1;1;0;20;7;7;13,59;8;8;14,69;Graduate
1;1;0;19;6;6;13,86;6;5;13;Graduate
1;1;0;28;6;5;12;6;6;12,33;Enrolled
1;1;1;20;6;6;13,44;6;5;12,6;Graduate
1;1;0;18;6;6;14;6;6;13,86;Graduate
1;1;0;20;6;1;12;6;0;0;Dropout
1;1;0;33;5;5;14,2;5;5;13,83;Graduate
1;0;0;35;7;5;13,34;7;5;10,84;Enrolled
1;0;0;27;8;7;12,46;8;7;12,46;Enrolled
0;0;0;19;6;3;11;6;3;12;Dropout
1;0;1;31;5;4;10,5;5;4;10,5;Enrolled
1;1;0;19;0;0;0;0;0;0;Graduate
1;1;0;22;13;13;14;12;12;13;Graduate
1;0;0;39;7;0;0;8;0;0;Dropout
0;1;0;22;1;0;0;6;0;0;Dropout
1;1;0;47;5;4;10;5;4;12,5;Enrolled
1;1;1;19;0;0;0;0;0;0;Graduate
1;0;0;19;6;6;13,5;6;6;14,33;Graduate
1;0;0;19;7;0;0;8;0;0;Dropout
1;0;1;21;17;17;13,39;17;17;14,89;Graduate
0;0;0;39;7;0;0;8;0;0;Dropout
1;1;0;19;12;12;13,58;11;11;13,58;Graduate
1;1;1;20;0;0;0;0;0;0;Enrolled
0;1;0;24;5;0;0;5;0;0;Dropout
1;1;0;27;5;1;10;5;0;0;Dropout
1;1;0;29;5;5;15,2;5;5;15,2;Graduate
1;1;0;20;6;4;12,8;6;0;0;Dropout
1;1;0;21;5;5;11,17;5;4;11;Dropout
1;1;0;18;0;0;0;0;0;0;Enrolled
1;1;0;19;8;7;12,83;8;7;12,83;Graduate
0;1;0;19;6;6;12,5;6;4;12,6;Dropout
1;1;1;28;5;3;10;5;3;12,4;Graduate
0;0;0;21;6;6;11,5;6;4;13,25;Graduate
0;0;0;23;8;7;11,33;8;7;11,33;Dropout
1;0;0;39;6;2;13;6;3;13;Enrolled
1;0;0;18;7;6;13,03;7;6;13,03;Graduate
1;0;0;59;6;6;12,17;6;4;11,75;Graduate
1;1;0;30;5;4;14,5;5;3;16,2;Enrolled
1;0;0;18;5;5;14,4;5;5;13,6;Graduate
1;0;0;41;6;4;12,25;7;6;12,5;Enrolled
1;0;0;27;7;0;0;7;0;0;Dropout
1;0;1;18;6;6;12,67;6;6;12;Graduate
0;0;0;20;6;2;12;6;3;11,67;Dropout
0;0;0;32;5;0;0;5;0;0;Dropout
1;0;0;19;5;3;11,67;5;4;10,8;Dropout
1;0;0;41;6;0;0;6;0;0;Dropout
1;0;0;38;5;1;10;5;0;0;Dropout
1;1;0;35;7;0;0;6;0;0;Dropout
1;0;0;27;6;4;12,25;6;3;12;Dropout
1;0;0;19;6;4;12;6;6;12,5;Graduate
0;0;0;18;6;5;12,6;6;5;11,8;Enrolled
0;0;0;39;5;0;0;5;0;0;Dropout
0;0;0;37;5;0;0;5;0;0;Dropout
0;0;0;37;8;0;0;8;0;0;Dropout
1;0;1;35;16;16;12,69;13;13;12;Graduate
1;0;0;49;13;10;10,4;9;6;10,67;Graduate
1;0;0;52;15;14;10,47;12;12;10,92;Graduate
1;0;0;18;5;5;14,33;5;5;13;Graduate
1;0;1;30;7;6;14,67;6;6;14,33;Graduate
1;0;0;21;7;7;12,84;8;8;14,23;Graduate
1;1;0;20;5;0;0;5;0;0;Dropout
1;1;0;18;5;0;0;5;0;0;Enrolled
1;1;0;19;0;0;0;0;0;0;Dropout
1;1;0;18;8;8;13,25;8;8;13,25;Graduate
1;1;0;20;7;7;12,86;7;4;12,75;Enrolled
1;0;0;21;6;5;13,6;6;4;14,25;Enrolled
1;0;1;22;5;3;14;5;5;12,4;Graduate
0;0;0;20;6;3;12;6;2;11;Enrolled
1;0;0;20;6;6;13,17;6;4;14;Enrolled
1;0;1;19;6;6;13,63;6;6;12,17;Graduate
1;0;1;18;7;7;14,85;8;8;15,61;Graduate
1;1;0;21;5;4;10,75;5;5;11,4;Graduate
1;0;0;19;7;0;0;7;2;11,67;Enrolled
1;0;0;37;6;0;0;6;0;0;Dropout
1;0;0;45;12;12;14;7;7;13,86;Enrolled
0;1;0;38;6;0;0;6;0;0;Dropout
0;1;0;55;5;0;0;5;0;0;Dropout
0;0;0;28;6;5;13;6;4;11,75;Dropout
1;0;0;46;8;8;12,38;9;5;12,4;Graduate
1;0;0;22;0;0;0;0;0;0;Graduate
1;0;0;46;6;5;11,4;6;4;13,75;Dropout
1;0;0;28;5;4;11,25;5;4;13;Enrolled
0;0;0;18;5;3;13;5;3;12;Dropout
1;1;1;18;0;0;0;0;0;0;Enrolled
1;1;1;21;6;6;13,5;6;6;14,17;Graduate
1;0;0;18;6;1;11;6;4;11;Enrolled
1;0;0;34;5;0;0;5;1;11;Dropout
1;0;1;21;6;5;12;6;5;11,2;Dropout
1;0;1;18;6;5;13;6;6;13;Graduate
1;1;0;20;0;0;0;0;0;0;Graduate
1;0;0;18;5;4;12;5;4;12,25;Enrolled
1;1;0;21;5;5;11,17;5;3;10,8;Enrolled
1;1;0;19;6;2;10,5;6;1;12;Dropout
1;1;0;22;6;6;12,67;6;6;12,17;Graduate
1;1;0;23;6;1;11;6;0;0;Dropout
1;1;0;19;0;0;0;0;0;0;Dropout
1;1;0;18;5;4;11,5;5;2;10,33;Enrolled
0;1;1;19;0;0;0;0;0;0;Dropout
1;1;0;19;5;2;10,5;5;4;11,75;Enrolled
1;1;0;19;5;4;12,5;5;4;11;Enrolled
1;1;0;22;7;6;12,83;8;6;12,5;Enrolled
1;1;1;18;6;6;15,57;6;6;16,14;Graduate
1;1;0;18;6;4;12;6;5;11,8;Dropout
1;1;0;19;6;4;11,25;6;3;11,33;Dropout
1;1;0;18;0;0;0;0;0;0;Graduate
1;1;0;21;6;6;12,29;6;4;14,25;Enrolled
1;1;0;18;6;5;11;6;3;10,33;Enrolled
1;1;0;19;6;6;12,14;6;5;13,6;Graduate
0;1;0;27;6;2;11,5;6;0;0;Dropout
1;1;0;20;12;11;12,55;10;8;11,63;Enrolled
1;1;0;20;6;4;13;6;6;13;Graduate
1;1;0;18;8;8;12,89;8;8;12,89;Graduate
1;1;0;18;6;6;12,67;6;5;13,6;Enrolled
1;1;0;18;6;6;12,83;6;6;12,57;Graduate
1;1;0;18;5;3;10,67;5;2;12,5;Dropout
1;1;0;18;5;5;13;5;5;12,4;Enrolled
1;0;0;18;7;6;11,98;8;8;12,28;Graduate
0;0;0;37;5;0;0;5;0;0;Dropout
1;0;1;36;6;6;11,83;6;6;11,5;Graduate
1;0;0;26;6;3;12,67;6;2;11;Dropout
1;0;0;19;5;4;13,75;5;4;14,5;Graduate
1;0;0;24;6;5;11,4;6;5;11,8;Dropout
1;0;1;19;6;6;13,17;6;6;13;Dropout
1;0;1;20;7;6;12,83;8;5;11,8;Graduate
1;0;0;19;6;6;14,13;6;5;14,5;Graduate
1;0;0;21;5;3;11,67;5;5;13;Graduate
0;0;0;50;7;6;10,25;7;4;11,25;Dropout
1;0;0;47;7;6;12,51;7;4;11,75;Dropout
1;0;0;24;13;10;11,5;13;9;10,44;Dropout
0;0;0;48;5;1;10;5;0;0;Dropout
1;0;1;18;6;6;15,71;6;5;12,78;Graduate
1;1;0;32;6;4;12,5;7;4;11;Dropout
0;1;0;20;5;3;12;5;4;12,75;Dropout
1;1;0;24;5;0;0;5;0;0;Dropout
1;1;0;53;5;4;12,25;5;4;11,75;Graduate
0;1;0;42;4;0;0;4;0;0;Dropout
1;1;0;52;5;5;13,6;5;5;14,2;Graduate
1;1;0;54;13;13;13,31;11;11;12,82;Enrolled
1;1;0;49;5;5;12,2;5;5;11,8;Graduate
1;1;1;18;6;6;12,29;6;6;13,33;Graduate
1;1;0;37;5;3;12;5;4;13;Graduate
1;1;1;21;7;6;13,34;8;7;11,65;Graduate
1;1;0;26;5;0;0;5;0;0;Dropout
1;1;0;20;12;11;14,27;12;11;14,82;Graduate
1;0;1;19;7;7;12,14;8;8;12,91;Graduate
1;0;0;18;6;6;14,17;6;6;14,86;Graduate
1;0;0;18;7;7;13,53;8;8;14,66;Graduate
1;0;0;20;6;5;12;6;6;11;Graduate
1;0;0;20;5;5;11,4;6;1;11;Dropout
1;0;0;21;0;0;0;0;0;0;Dropout
1;0;0;22;12;12;12,92;11;11;14,5;Graduate
1;0;1;18;7;7;13,64;8;8;14,39;Graduate
1;0;0;18;7;7;12,9;8;7;12,14;Dropout
1;0;1;19;8;7;14,36;8;7;14,36;Graduate
1;0;0;19;8;7;14,51;8;7;14,51;Enrolled
1;0;0;18;8;7;14,7;8;7;14,7;Graduate
1;0;0;27;5;5;15,2;5;5;14;Enrolled
1;0;1;20;7;7;13;8;8;15,06;Graduate
1;0;0;20;6;6;13,5;6;0;0;Dropout
1;0;0;20;5;5;12,33;5;5;12,6;Graduate
1;0;0;19;5;5;13,4;5;5;13;Graduate
1;0;0;20;5;4;11,75;5;2;10,5;Enrolled
1;0;1;20;0;0;0;0;0;0;Graduate
1;0;0;20;0;0;0;0;0;0;Enrolled
1;0;0;27;12;11;14,73;9;7;14,14;Graduate
1;0;0;18;6;6;16,57;6;6;15,67;Graduate
1;0;0;18;7;7;15,15;8;8;15,74;Graduate
1;0;1;18;7;7;13,44;8;8;15,08;Graduate
1;0;0;20;5;5;14,17;5;4;11,75;Graduate
1;0;0;19;6;6;14;6;5;15;Enrolled
1;0;1;20;6;6;11,33;6;6;12,33;Graduate
1;0;0;18;8;8;13,76;8;8;13,76;Graduate
0;0;0;22;7;5;11,6;9;5;10;Dropout
1;0;1;22;6;4;12,75;6;5;13;Graduate
1;0;0;25;5;4;12,5;5;4;11;Enrolled
1;0;0;19;6;6;15,31;6;6;14;Graduate
0;0;0;21;6;5;13,29;6;4;12;Dropout
1;0;0;27;7;7;14,76;8;8;14,08;Graduate
1;0;0;18;7;6;12,77;7;6;12,77;Graduate
0;0;0;18;5;5;10,4;6;0;0;Dropout
1;1;0;19;7;0;0;7;0;0;Dropout
1;1;1;35;5;4;10,5;5;5;12,6;Graduate
1;1;0;23;5;4;14,25;5;5;13,4;Graduate
1;1;0;28;7;3;11,92;7;0;0;Dropout
1;1;0;19;5;3;10,67;5;2;14;Enrolled
1;1;0;19;6;4;12,25;6;3;12,67;Enrolled
1;1;0;20;5;4;12;5;5;11,6;Dropout
1;1;0;21;5;3;11;5;4;12,75;Dropout
1;1;0;18;6;6;14,17;6;5;13;Graduate
1;1;0;22;6;6;14,67;6;6;15;Graduate
1;1;0;21;5;0;0;5;5;12,29;Graduate
0;1;0;38;7;3;12,67;5;0;0;Dropout
1;1;0;20;0;0;0;0;0;0;Enrolled
1;1;0;19;0;0;0;0;0;0;Dropout
1;1;0;24;5;0;0;5;0;0;Dropout
0;1;0;19;6;0;0;6;0;0;Dropout
1;1;1;19;7;7;13,7;8;8;14,02;Graduate
1;1;0;19;5;5;11,8;5;4;12,4;Enrolled
1;1;0;31;5;0;0;5;0;0;Dropout
1;1;1;19;6;6;13,33;6;6;13,29;Graduate
1;1;0;22;6;5;11,4;6;6;12,17;Graduate
1;1;0;25;5;0;0;5;0;0;Dropout
1;1;0;18;7;7;16,14;8;0;0;Dropout
1;1;0;30;8;0;0;8;0;0;Dropout
1;1;1;18;8;8;15,63;8;8;15,63;Graduate
1;1;0;18;6;6;13,67;6;6;14,5;Graduate
1;1;0;18;6;0;0;6;0;0;Dropout
1;1;0;18;6;6;12,5;6;6;11,5;Graduate
1;1;1;25;6;6;12,29;6;6;13;Graduate
1;1;0;18;5;2;14;5;3;11;Enrolled
1;1;0;18;0;0;0;0;0;0;Dropout
1;1;0;19;5;4;10,75;5;4;12,25;Enrolled
1;1;0;25;7;4;12,95;7;4;13,13;Dropout
1;0;0;19;7;6;12,45;7;6;12,45;Graduate
1;0;0;31;6;4;12,25;7;7;12;Enrolled
1;0;1;20;8;8;13,38;8;8;13,38;Graduate
0;0;0;33;7;5;12,16;6;5;11,34;Dropout
0;0;0;24;6;4;12,5;6;2;11,5;Enrolled
1;0;1;18;6;6;12,75;6;6;12,17;Graduate
1;0;0;19;8;8;13,34;8;8;13,34;Graduate
1;0;1;20;7;7;14,18;8;6;13,03;Graduate
1;1;1;33;8;1;10;8;1;10;Enrolled
1;1;0;24;5;0;0;5;2;14,5;Dropout
1;1;0;24;5;0;0;5;0;0;Dropout
1;1;0;18;5;5;12;5;5;12,14;Graduate
1;0;1;18;6;6;10,57;6;5;11,4;Graduate
1;0;0;22;12;11;14,15;12;12;15,43;Graduate
1;0;1;18;6;6;11,17;6;5;12,4;Graduate
1;0;0;21;17;17;12;17;17;12,67;Graduate
1;0;0;38;5;3;11,33;5;4;12;Dropout
1;0;1;29;16;16;12,59;13;13;13,36;Graduate
1;0;1;20;6;4;12;6;4;10,75;Enrolled
0;0;0;18;6;0;0;6;0;0;Dropout
1;1;0;37;12;12;12,25;13;13;12,85;Graduate
1;1;0;20;5;5;11,6;5;5;12,8;Graduate
0;1;0;20;5;4;13;5;3;12;Dropout
1;1;0;40;5;3;10,67;5;2;12,5;Dropout
1;1;0;44;11;9;12,33;11;9;11;Enrolled
0;1;0;21;5;2;11;5;3;11,43;Dropout
1;1;0;21;7;6;13,43;9;8;13,13;Graduate
1;1;0;18;8;8;13,05;8;8;13,05;Graduate
1;1;0;18;7;6;12,04;8;7;13,75;Enrolled
1;1;0;27;6;6;14,17;6;6;13,83;Graduate
0;1;0;38;6;0;0;6;0;0;Dropout
1;1;0;18;6;5;13,6;6;3;12,67;Dropout
1;1;0;19;6;5;12,2;6;2;12;Enrolled
1;1;0;18;6;6;13,71;6;5;13,33;Dropout
0;1;0;19;6;3;11,67;6;2;10;Dropout
0;1;0;44;6;1;14;6;0;0;Dropout
1;1;0;26;6;4;12,5;6;3;10;Dropout
0;1;0;24;6;5;11,83;6;4;11,5;Dropout
0;1;0;27;6;0;0;6;0;0;Dropout
0;1;0;27;6;0;0;6;0;0;Dropout
1;1;0;25;17;13;11,54;15;10;12,4;Dropout
1;1;0;21;9;7;11,29;8;4;12,25;Enrolled
1;1;1;19;0;0;0;0;0;0;Graduate
1;1;0;20;6;5;11,8;6;4;12;Enrolled
1;1;0;20;5;0;0;5;2;10,5;Enrolled
0;1;0;20;5;0;0;5;0;0;Dropout
0;1;1;18;5;5;14,2;5;5;14,2;Enrolled
1;1;0;19;12;10;12,7;11;10;12,27;Enrolled
0;0;0;22;6;3;12,67;6;0;0;Dropout
1;0;0;19;6;6;14,43;6;6;15;Graduate
1;0;1;18;7;7;13,12;8;7;12,6;Graduate
1;0;0;20;6;6;12,67;6;6;11,83;Graduate
1;0;1;18;0;0;0;0;0;0;Dropout
1;1;0;36;6;6;15,29;6;6;16,5;Graduate
1;1;0;19;5;3;10,5;5;4;11,25;Graduate
1;1;1;21;11;11;12,64;9;9;12,6;Graduate
1;0;0;26;5;0;0;5;0;0;Dropout
0;0;0;29;9;3;14,33;7;1;14;Dropout
0;1;0;26;8;8;15,13;6;6;13,67;Enrolled
1;1;0;27;7;0;0;8;0;0;Dropout
1;1;0;32;7;3;12;8;3;10,33;Enrolled
1;0;1;23;6;4;14,25;6;5;12;Enrolled
1;0;0;24;5;2;10,5;5;4;10;Enrolled
1;0;1;19;6;6;13,5;6;6;14,43;Graduate
1;1;0;25;6;5;11,67;6;4;12;Enrolled
1;1;0;19;6;5;10,8;6;3;10;Enrolled
0;1;0;20;4;0;0;4;0;0;Dropout
1;1;0;33;9;9;12,8;7;7;11,43;Graduate
1;1;0;35;5;5;10,8;5;5;12;Dropout
1;1;0;23;5;4;11,4;5;4;11;Graduate
1;1;0;19;7;7;13,73;8;8;14,5;Graduate
1;1;0;21;6;5;12,8;6;5;12,25;Enrolled
1;1;1;21;6;6;13,5;6;6;11,17;Graduate
1;1;0;27;8;7;15,57;8;7;15,57;Dropout
1;1;0;19;5;4;11;5;2;12;Enrolled
1;1;0;28;7;7;14,11;8;8;15,91;Dropout
1;1;0;25;5;3;11;5;4;11,5;Enrolled
1;1;0;42;6;0;0;6;0;0;Dropout
1;1;0;27;5;4;13,5;5;4;13,75;Graduate
1;1;0;23;6;4;11,25;6;0;0;Dropout
1;1;1;18;6;6;12,14;6;6;11,33;Graduate
1;1;0;26;8;7;13,08;8;7;13,08;Graduate
1;1;0;18;5;0;0;5;0;0;Dropout
1;1;0;29;5;3;11;5;2;13,5;Dropout
1;1;0;22;6;0;0;6;0;0;Dropout
1;0;0;21;7;4;13,13;7;6;12,33;Enrolled
1;0;1;19;8;7;13,51;8;7;13,51;Graduate
1;0;1;18;6;6;12,83;6;6;12,17;Graduate
1;0;1;18;5;3;15;5;3;11,67;Dropout
0;0;0;40;6;5;12,8;6;3;13,33;Dropout
0;0;0;20;6;3;12,33;6;0;0;Dropout
1;1;0;18;8;5;12,29;8;5;12,29;Dropout
1;1;0;31;12;12;12,33;10;7;13,29;Graduate
1;1;1;18;5;4;11,5;5;5;12,8;Graduate
1;1;0;22;6;6;11,83;6;4;11,14;Dropout
0;1;0;38;5;0;0;5;0;0;Dropout
1;1;0;33;5;0;0;5;0;0;Dropout
1;1;1;19;5;5;11,8;5;3;11,5;Enrolled
1;1;0;18;6;0;0;6;0;0;Dropout
0;1;1;18;5;5;12,2;5;4;12;Enrolled
1;1;0;27;6;6;12,33;5;5;13;Graduate
1;1;0;26;6;6;12,43;6;6;12,83;Graduate
1;0;1;19;7;7;12,77;8;8;13,54;Graduate
1;1;0;44;7;5;12,1;7;5;12,6;Dropout
1;1;0;19;5;5;12;5;5;11,5;Graduate
1;1;0;20;6;0;0;6;0;0;Dropout
1;1;0;24;6;6;14,89;6;6;13,73;Enrolled
1;0;0;31;14;13;11,36;14;13;12;Graduate
1;0;0;25;6;6;13,5;6;6;12,5;Graduate
0;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;18;7;7;13,88;8;8;14,75;Dropout
0;0;0;19;6;5;13;6;3;11,67;Enrolled
1;0;1;19;7;4;12,65;7;5;11,1;Enrolled
1;0;0;19;5;1;11;5;0;0;Enrolled
1;0;0;24;6;2;11,67;6;2;10,5;Dropout
1;0;0;20;6;6;14,5;6;6;12,67;Graduate
1;0;0;18;6;6;14,71;6;6;14,17;Graduate
1;0;1;18;6;6;13,29;6;6;14,33;Graduate
1;0;0;21;5;3;11,33;5;2;10,5;Enrolled
0;0;0;28;7;0;0;7;0;0;Dropout
1;0;1;18;5;4;11,57;5;5;12;Enrolled
1;0;0;18;6;5;13;6;4;11,5;Dropout
1;0;1;18;6;6;11,5;6;5;14;Graduate
1;0;1;18;5;5;11,8;5;5;11,6;Graduate
0;0;1;19;5;3;10,67;5;3;12,29;Dropout
1;0;1;19;7;6;13,89;8;8;14,86;Graduate
1;0;1;20;6;5;11,4;6;6;11,5;Graduate
1;0;0;34;11;9;12,33;7;7;12,14;Graduate
1;0;0;39;7;5;12,16;7;5;12,16;Enrolled
1;0;0;19;8;8;13,43;8;8;13,43;Graduate
1;0;0;24;6;6;15,17;6;2;15,5;Graduate
1;0;0;18;6;0;0;6;0;0;Dropout
1;1;0;19;5;2;10,5;5;0;0;Dropout
1;1;1;18;5;5;11,8;5;3;11;Graduate
1;1;0;20;5;5;13,2;5;5;11,4;Enrolled
1;1;0;19;7;7;13,08;8;8;12,36;Graduate
1;1;0;19;6;4;11,6;6;2;13;Dropout
1;1;0;19;6;6;13,67;6;4;12,25;Dropout
1;1;0;41;5;4;10,75;5;2;10;Dropout
1;1;0;19;7;6;13,49;8;8;12,69;Graduate
1;1;0;19;6;3;12,5;6;4;11;Enrolled
0;1;0;23;7;0;0;8;0;0;Dropout
1;1;0;18;5;5;13,29;5;5;14,8;Dropout
1;1;0;19;5;5;12,6;5;5;11,8;Graduate
1;1;0;20;6;6;14;6;6;14,67;Graduate
0;1;0;35;5;2;11,5;5;2;10,5;Dropout
0;1;0;34;6;0;0;6;0;0;Dropout
0;0;1;19;6;6;11,83;6;6;12,88;Graduate
0;1;0;22;6;5;11,5;6;5;12,4;Graduate
1;1;0;20;6;6;14,17;6;6;12,33;Graduate
1;1;0;27;2;2;12,5;5;2;12,5;Enrolled
1;1;0;30;5;0;0;5;0;0;Dropout
1;1;0;34;5;0;0;5;1;11;Enrolled
0;1;0;20;6;2;10,5;6;0;0;Dropout
1;1;0;18;6;6;11,83;6;6;13,17;Graduate
1;1;1;26;5;0;0;5;0;0;Dropout
1;1;0;26;5;5;12,4;5;5;12,4;Graduate
0;1;0;26;5;2;10,5;5;0;0;Dropout
0;1;0;31;5;0;0;5;0;0;Dropout
1;1;1;20;12;12;14,58;11;11;14,33;Graduate
1;1;0;19;6;6;11,67;6;3;12,67;Graduate
0;1;0;23;5;0;0;5;0;0;Dropout
1;1;1;20;7;1;13;7;0;0;Dropout
1;1;0;20;7;7;15,66;10;9;15,01;Graduate
1;1;0;29;6;0;0;5;0;0;Dropout
1;1;1;20;6;6;12,17;6;4;12,75;Graduate
1;1;0;24;7;6;13,3;7;6;13,3;Graduate
1;1;0;37;7;0;0;7;0;0;Dropout
1;1;0;18;7;0;0;8;0;0;Dropout
0;1;1;18;0;0;0;0;0;0;Dropout
1;1;0;18;8;7;13,56;8;7;13,56;Graduate
1;1;0;41;7;5;14,33;6;6;14,64;Enrolled
1;1;0;35;6;4;12;6;3;10,33;Dropout
1;0;0;19;5;0;0;6;0;0;Dropout
1;1;0;18;0;0;0;0;0;0;Graduate
1;0;0;48;7;4;11,75;7;3;11,73;Enrolled
1;0;0;19;7;6;12,18;7;6;12,18;Graduate
0;1;0;30;9;6;11,83;8;4;11;Dropout
0;1;0;51;4;0;0;4;0;0;Dropout
1;0;0;18;6;6;15;6;5;14,33;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;1;18;8;8;13,44;8;8;13,44;Graduate
1;0;0;18;5;4;13,5;5;0;0;Dropout
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;0;23;17;17;11,5;17;17;12,18;Graduate
1;0;0;19;6;2;10,5;6;3;11;Enrolled
1;0;0;21;6;4;12;6;2;11,5;Enrolled
0;0;0;18;6;5;12,2;6;4;11,5;Dropout
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;21;11;10;14,5;9;8;14;Graduate
1;0;0;20;6;6;13,33;6;6;12,67;Graduate
1;0;0;24;11;9;12;10;9;12,56;Graduate
1;0;0;18;6;6;15,13;6;6;14;Graduate
1;0;0;18;7;6;13,12;7;6;13,12;Graduate
1;0;0;19;6;6;12,83;6;6;11,67;Graduate
1;0;1;20;6;6;13,33;6;6;14,17;Graduate
1;0;0;18;7;7;13,88;8;8;15,66;Graduate
1;0;0;18;8;7;12,94;8;7;12,94;Graduate
1;0;0;19;6;5;12,33;6;5;11;Enrolled
1;0;0;19;7;6;14,27;7;6;14,27;Graduate
1;0;0;18;6;5;13;6;5;14;Graduate
1;0;0;20;8;8;12,48;8;8;12,48;Graduate
1;0;0;18;7;7;13,43;8;8;15,31;Graduate
0;0;0;18;6;3;10,67;6;0;0;Dropout
1;0;0;18;6;5;15,4;6;5;12,2;Graduate
1;0;0;18;7;6;13,45;7;6;13,45;Graduate
1;0;1;18;7;6;12,6;7;6;12,6;Graduate
1;0;0;20;7;7;12,49;8;8;12,94;Graduate
1;0;1;22;6;5;10,8;6;5;12,8;Graduate
1;0;0;20;6;5;12,2;6;5;14,6;Enrolled
1;0;0;20;6;5;14,2;6;2;13,5;Enrolled
1;0;0;18;6;6;13,83;6;6;14;Graduate
1;0;0;18;6;5;12,8;6;3;10;Enrolled
1;0;0;18;5;5;13,2;5;4;12,5;Graduate
1;0;1;18;6;1;14;6;0;0;Dropout
1;0;0;19;8;8;13,88;6;5;14;Graduate
1;0;1;19;5;5;12,5;5;5;12,71;Graduate
1;0;1;18;6;6;13,43;6;6;12,5;Graduate
0;0;1;18;6;5;11,8;6;5;13;Enrolled
1;0;1;18;7;7;14,87;8;8;15,11;Graduate
1;0;0;18;7;7;13,03;8;8;13,22;Graduate
1;0;0;19;6;6;14,57;6;6;12,33;Graduate
1;0;0;18;6;5;11;6;4;11,25;Graduate
1;0;1;25;8;8;13,37;8;8;13,37;Graduate
1;0;1;19;7;6;12,81;8;7;12,83;Graduate
1;0;0;18;7;7;13,92;8;8;13,89;Graduate
1;0;0;19;6;6;13;6;4;12,8;Graduate
1;0;0;18;7;6;13,68;7;6;13,68;Graduate
1;0;0;24;6;5;13;6;1;12;Dropout
1;0;0;21;6;5;12,8;6;5;11,2;Graduate
1;0;1;18;6;6;13,57;6;6;12,17;Graduate
1;0;0;18;6;6;13,17;6;6;13,17;Graduate
1;0;1;20;6;6;15;6;6;14,5;Graduate
1;0;0;19;6;6;12,67;6;5;11,4;Graduate
1;0;1;19;6;6;13,86;6;6;13,14;Dropout
1;0;0;30;7;7;14,69;8;8;14,96;Graduate
1;0;0;18;8;8;14,04;8;8;14,04;Graduate
1;0;0;18;5;4;11;5;3;14;Graduate
1;0;1;18;6;6;13,33;6;6;13,33;Graduate
1;0;0;20;7;6;11,77;8;7;12,33;Graduate
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;19;6;0;0;6;0;0;Dropout
0;0;0;19;0;0;0;0;0;0;Dropout
1;0;1;18;6;6;12,29;6;6;12;Graduate
1;0;0;17;8;5;12,46;8;5;12,46;Enrolled
1;0;0;19;7;6;12,17;7;6;13,17;Graduate
1;0;0;18;6;5;11,83;6;2;11,5;Enrolled
1;0;0;25;8;7;14,81;8;7;14,81;Graduate
1;0;0;19;6;5;10,6;6;6;11,71;Dropout
0;0;0;24;9;8;13,13;9;6;13;Enrolled
1;0;1;19;6;6;12,83;6;6;12,67;Graduate
1;0;1;20;8;0;0;8;0;0;Enrolled
1;0;1;20;6;5;13;6;5;13,8;Graduate
1;0;1;20;7;7;12,73;8;8;13,71;Graduate
1;0;0;19;5;4;11,25;5;3;10,33;Graduate
1;0;0;31;12;11;13,82;12;12;13,46;Graduate
1;0;0;20;5;3;12,33;5;3;13;Graduate
1;0;0;18;5;3;12,33;5;5;11,6;Enrolled
1;0;0;18;6;4;13,25;6;3;10,67;Enrolled
1;0;0;18;6;6;13,67;6;5;15,4;Graduate
1;0;0;20;11;8;12,63;10;3;11;Enrolled
1;0;1;20;6;6;14,83;6;6;12,14;Graduate
1;0;1;19;6;5;11,2;6;5;13,13;Dropout
1;0;1;21;5;5;11,4;5;5;12,2;Graduate
1;0;0;18;7;7;13,14;8;8;13,24;Graduate
1;0;0;21;10;10;13;11;10;11,4;Dropout
1;0;0;19;7;4;12,85;7;7;12,62;Enrolled
1;0;0;20;6;6;13,5;6;5;12,5;Graduate
1;0;0;20;6;6;14,29;6;3;13;Enrolled
1;0;1;18;6;5;13,5;6;6;14,5;Graduate
1;0;1;18;5;4;10,75;5;5;13;Graduate
1;0;1;18;6;6;11,33;6;6;11,83;Graduate
1;0;1;21;7;3;13;5;5;13,29;Graduate
1;0;0;18;7;6;13,97;7;6;13,97;Graduate
1;0;1;18;8;8;14,14;8;8;14,14;Graduate
1;0;1;20;6;4;11,6;6;4;11,75;Graduate
1;0;1;32;8;8;14,66;8;8;14,66;Graduate
